111.6733398,115.4924316,117.6921387,16.63441733,16.04755023,14.68157117,0.602000154,0.615181346,0.580790051,2.382335822,2.402960402,2.431401964,5.884636572,5.828716337,5.725530567,85,84,80,0.260253906,0.131103516,0.043457031,0.0625,0.018554688,0.011230469,0.040527344,0.054199219,0.081787109,0.015625,0.017822266,0.007080078,0.067871094,0.014648438,0.108154297,0.065185547,0
130.1162109,130.5498047,130.1364746,26.61878542,23.59947075,20.7590854,0.538298211,0.540592975,0.548651376,2.42946344,2.518839196,2.631579625,6.590327584,6.436313445,6.273209717,151,142,133,0.208740234,0.123046875,0.054931641,0.057617188,0.019775391,0.013427734,0.048583984,0.056396484,0.076660156,0.020751953,0.016357422,0.010253906,0.063232422,0.021484375,0.126953125,0.081787109,0
109.3151855,113.4924316,116.0402832,15.49100432,14.87870691,13.7214223,0.681731849,0.703568426,0.663090501,2.687220574,2.75748043,2.796098244,5.806040047,5.748022113,5.656422598,85,86,83,0.252685547,0.125732422,0.043701172,0.052978516,0.025146484,0.01171875,0.028808594,0.045654297,0.089355469,0.017578125,0.014404297,0.010498047,0.070800781,0.014160156,0.123291016,0.073486328,0
137.8825684,136.5825195,135.0236816,23.09627923,21.05595056,18.97179176,0.144055726,0.198378405,0.233082152,2.653213618,2.716552151,2.789513699,6.539451241,6.410784574,6.260549131,147,138,129,0.190185547,0.129638672,0.058837891,0.069580078,0.021972656,0.015136719,0.046386719,0.060791016,0.071777344,0.025878906,0.01953125,0.013427734,0.064208984,0.023681641,0.113769531,0.075195313,0
132.0449219,131.5178223,130.8891602,25.73865674,22.89641404,20.39037762,0.405721168,0.45285607,0.476600218,2.433930891,2.526233142,2.606289056,6.631672148,6.458853875,6.295157142,143,134,121,0.262207031,0.132568359,0.039550781,0.044677734,0.024414063,0.01171875,0.040039063,0.032958984,0.102783203,0.031494141,0.015380859,0.008544922,0.085693359,0.022216797,0.096191406,0.049560547,0
160.6264648,156.3686523,152.5759277,26.98992728,24.29809249,21.9975717,0.045133161,0.090535192,0.15574401,2.403066051,2.492128345,2.609346525,6.750937738,6.606978036,6.463899779,147,139,129,0.211181641,0.126220703,0.049316406,0.051269531,0.024169922,0.0234375,0.041015625,0.051757813,0.091796875,0.029052734,0.020996094,0.013916016,0.077636719,0.029052734,0.096435547,0.062744141,0
128.572998,129.0043945,127.9328613,26.68566196,23.98381983,20.5596772,0.53305991,0.562259626,0.492164244,2.297480022,2.353227708,2.270043386,6.577695569,6.434315892,6.230972273,126,116,102,0.294433594,0.150390625,0.047119141,0.051757813,0.023681641,0.010986328,0.0390625,0.038818359,0.073730469,0.01953125,0.012695313,0.008544922,0.060546875,0.014404297,0.099121094,0.055175781,0
135.2614746,134.543457,133.6098633,35.39548104,31.2559614,27.55042678,0.543275481,0.568506151,0.591790903,2.254342208,2.333626632,2.443081633,6.956198578,6.790246426,6.636748055,171,163,153,0.241699219,0.144042969,0.048339844,0.063476563,0.027832031,0.013427734,0.036865234,0.057617188,0.085693359,0.024414063,0.012939453,0.009521484,0.066894531,0.019287109,0.096191406,0.051757813,0
150.4541016,147.3249512,144.0695801,39.30892699,34.4968313,30.11550506,0.263556488,0.355684413,0.455560415,1.915864821,2.098171324,2.350414889,7.099288771,6.937884321,6.756384063,176,170,165,0.161376953,0.08984375,0.060546875,0.059570313,0.022705078,0.019775391,0.052734375,0.065673828,0.083007813,0.026611328,0.024414063,0.013916016,0.078125,0.028320313,0.125,0.088378906,0
112.4658203,116.1557617,118.0922852,16.74811392,16.19983712,14.94569529,0.493577631,0.507322021,0.465671641,2.288270258,2.316370119,2.356006005,5.94082546,5.886221593,5.791922825,87,87,83,0.253662109,0.127685547,0.042480469,0.060791016,0.016357422,0.012451172,0.039306641,0.052001953,0.083251953,0.016845703,0.018310547,0.006103516,0.071289063,0.013183594,0.115966797,0.0703125,0
